0	1146	0
1	1146	0
2	1146	0
3	1146	1
4	1146	0
5	1146	0
6	1146	0
7	1146	0
8	1146	1
10	1146	0
11	1146	0
12	1146	1
13	1146	1
15	1146	0
16	1146	0
17	1146	0
18	1146	0
19	1146	1
20	1146	0
21	1146	1
22	1146	1
23	1146	0
24	1146	0
25	1146	0
28	1146	0
29	1146	0
30	1146	0
31	1146	1
32	1146	1
33	1146	0
34	1146	0
35	1146	0
36	1146	0
37	1146	0
38	1146	0
39	1146	0
40	1146	0
41	1146	0
42	1146	0
43	1146	0
44	1146	1
45	1146	0
47	1146	1
48	1146	0
49	1146	0
51	1146	0
53	1146	1
55	1146	0
56	1146	1
58	1146	0
59	1146	0
60	1146	0
61	1146	0
62	1146	0
63	1146	0
64	1146	1
65	1146	0
66	1146	0
67	1146	0
68	1146	1
69	1146	0
70	1146	0
71	1146	0
72	1146	0
73	1146	0
74	1146	0
75	1146	0
77	1146	0
78	1146	0
79	1146	1
80	1146	0
81	1146	0
83	1146	1
84	1146	0
85	1146	0
86	1146	0
87	1146	0
89	1146	0
90	1146	0
91	1146	0
92	1146	0
93	1146	0
94	1146	0
95	1146	0
96	1146	1
97	1146	0
98	1146	1
100	1146	0
101	1146	0
102	1146	1
104	1146	0
105	1146	0
106	1146	0
107	1146	0
108	1146	0
109	1146	0
110	1146	1
111	1146	0
112	1146	0
113	1146	1
114	1146	0
115	1146	0
116	1146	0
117	1146	0
118	1146	0
120	1146	0
121	1146	0
124	1146	0
125	1146	0
129	1146	0
130	1146	0
131	1146	0
132	1146	0
133	1146	0
134	1146	1
135	1146	1
136	1146	0
137	1146	0
138	1146	1
139	1146	0
140	1146	0
141	1146	0
142	1146	0
143	1146	0
144	1146	0
145	1146	1
146	1146	0
147	1146	0
148	1146	0
149	1146	0
150	1146	0
151	1146	0
152	1146	1
153	1146	0
154	1146	0
155	1146	0
156	1146	0
157	1146	0
158	1146	0
159	1146	0
160	1146	0
161	1146	0
162	1146	0
163	1146	0
164	1146	0
165	1146	0
166	1146	0
167	1146	0
168	1146	1
169	1146	0
170	1146	1
171	1146	0
172	1146	0
173	1146	0
174	1146	0
175	1146	1
177	1146	0
179	1146	0
180	1146	0
181	1146	0
182	1146	0
184	1146	1
185	1146	0
186	1146	0
188	1146	1
189	1146	0
190	1146	0
191	1146	0
193	1146	0
194	1146	0
195	1146	0
196	1146	0
197	1146	0
198	1146	0
199	1146	1
200	1146	0
201	1146	0
202	1146	0
203	1146	0
204	1146	0
206	1146	1
207	1146	0
208	1146	0
209	1146	0
210	1146	0
211	1146	0
212	1146	0
213	1146	0
214	1146	1
215	1146	0
216	1146	0
217	1146	0
218	1146	0
219	1146	0
221	1146	1
222	1146	0
224	1146	0
225	1146	0
227	1146	1
228	1146	0
229	1146	0
230	1146	0
232	1146	0
233	1146	0
235	1146	0
237	1146	0
238	1146	0
239	1146	0
240	1146	0
245	1146	0
246	1146	0
248	1146	0
249	1146	0
250	1146	0
251	1146	0
253	1146	1
254	1146	0
255	1146	0
256	1146	0
258	1146	0
259	1146	0
260	1146	0
261	1146	0
262	1146	0
263	1146	0
264	1146	0
265	1146	0
266	1146	0
267	1146	0
268	1146	0
271	1146	0
272	1146	0
273	1146	0
274	1146	1
275	1146	0
276	1146	0
277	1146	0
278	1146	1
280	1146	0
281	1146	0
283	1146	0
284	1146	0
285	1146	1
287	1146	1
288	1146	0
289	1146	0
290	1146	1
292	1146	0
293	1146	0
295	1146	0
296	1146	0
297	1146	0
298	1146	1
303	1146	1
304	1146	0
305	1146	0
308	1146	0
310	1146	1
311	1146	0
312	1146	1
313	1146	0
314	1146	0
315	1146	0
317	1146	0
318	1146	0
321	1146	0
322	1146	0
323	1146	0
324	1146	0
325	1146	1
326	1146	0
327	1146	0
328	1146	0
330	1146	0
331	1146	0
332	1146	0
333	1146	0
334	1146	0
336	1146	0
337	1146	0
338	1146	0
340	1146	0
341	1146	0
344	1146	0
345	1146	1
346	1146	0
347	1146	0
348	1146	0
349	1146	0
350	1146	0
353	1146	0
355	1146	0
356	1146	0
358	1146	0
359	1146	1
360	1146	0
361	1146	0
362	1146	0
363	1146	1
364	1146	1
365	1146	1
366	1146	0
367	1146	0
369	1146	1
370	1146	1
371	1146	0
372	1146	0
373	1146	0
374	1146	0
375	1146	1
376	1146	0
377	1146	1
378	1146	0
379	1146	0
381	1146	0
382	1146	0
383	1146	0
384	1146	0
385	1146	0
386	1146	1
387	1146	0
388	1146	0
389	1146	0
390	1146	1
391	1146	0
392	1146	0
393	1146	0
394	1146	0
395	1146	0
397	1146	0
398	1146	0
399	1146	0
401	1146	0
402	1146	0
403	1146	0
404	1146	1
405	1146	0
406	1146	0
407	1146	0
408	1146	0
409	1146	0
410	1146	0
412	1146	0
414	1146	0
415	1146	0
416	1146	0
417	1146	0
418	1146	1
419	1146	0
420	1146	0
421	1146	1
422	1146	0
423	1146	0
424	1146	1
425	1146	0
427	1146	1
428	1146	0
429	1146	0
430	1146	0
431	1146	0
432	1146	0
436	1146	0
437	1146	1
438	1146	0
439	1146	0
440	1146	0
441	1146	0
442	1146	0
444	1146	0
445	1146	0
446	1146	0
447	1146	0
449	1146	0
450	1146	0
451	1146	0
452	1146	0
453	1146	0
454	1146	0
455	1146	0
456	1146	1
457	1146	0
458	1146	0
459	1146	0
461	1146	1
462	1146	0
463	1146	0
464	1146	0
465	1146	1
466	1146	0
468	1146	0
469	1146	0
470	1146	0
471	1146	0
473	1146	0
474	1146	0
475	1146	1
476	1146	0
477	1146	0
478	1146	1
479	1146	0
480	1146	0
481	1146	0
482	1146	0
483	1146	0
484	1146	0
486	1146	0
487	1146	0
488	1146	0
489	1146	0
490	1146	1
492	1146	0
493	1146	0
494	1146	0
496	1146	0
497	1146	1
498	1146	0
499	1146	0
500	1146	0
501	1146	1
502	1146	1
503	1146	0
504	1146	1
505	1146	0
506	1146	0
507	1146	1
508	1146	1
509	1146	0
510	1146	0
511	1146	0
512	1146	0
514	1146	1
515	1146	0
516	1146	1
518	1146	0
519	1146	0
520	1146	1
521	1146	0
522	1146	0
523	1146	0
524	1146	0
525	1146	0
526	1146	0
527	1146	0
528	1146	0
530	1146	0
531	1146	0
533	1146	0
534	1146	0
535	1146	0
536	1146	1
538	1146	0
539	1146	0
541	1146	0
542	1146	0
543	1146	0
544	1146	0
545	1146	1
546	1146	0
547	1146	0
549	1146	0
550	1146	0
551	1146	0
553	1146	0
554	1146	0
555	1146	0
556	1146	0
557	1146	0
558	1146	1
559	1146	0
560	1146	0
561	1146	0
562	1146	0
563	1146	0
565	1146	0
566	1146	0
567	1146	0
568	1146	0
569	1146	0
571	1146	0
573	1146	0
574	1146	0
575	1146	0
576	1146	0
577	1146	0
578	1146	1
580	1146	0
