8	976	1
10	976	0
18	976	1
20	976	0
21	976	0
31	976	1
32	976	1
34	976	0
36	976	0
39	976	0
42	976	0
43	976	0
44	976	1
45	976	1
47	976	1
48	976	0
49	976	0
59	976	0
61	976	0
67	976	0
71	976	0
76	976	0
87	976	0
93	976	0
96	976	0
109	976	0
112	976	0
113	976	0
117	976	0
120	976	0
121	976	0
122	976	0
125	976	0
130	976	0
131	976	0
134	976	0
137	976	0
138	976	0
141	976	0
142	976	0
143	976	0
144	976	0
146	976	0
147	976	0
151	976	0
152	976	0
154	976	0
156	976	0
157	976	0
162	976	0
163	976	0
164	976	0
168	976	0
171	976	0
172	976	0
174	976	0
176	976	0
182	976	0
183	976	0
184	976	1
188	976	0
190	976	0
194	976	0
195	976	0
196	976	0
197	976	0
201	976	0
202	976	0
203	976	0
205	976	0
206	976	0
207	976	0
208	976	0
209	976	0
210	976	0
211	976	0
214	976	0
221	976	1
222	976	0
224	976	0
225	976	0
228	976	0
230	976	0
232	976	0
233	976	0
234	976	0
251	976	0
252	976	0
255	976	0
263	976	0
269	976	0
274	976	0
275	976	0
282	976	0
283	976	0
289	976	0
290	976	0
296	976	1
301	976	0
310	976	0
316	976	0
328	976	0
338	976	0
339	976	0
340	976	0
341	976	0
358	976	0
360	976	0
363	976	0
364	976	0
365	976	0
367	976	0
370	976	0
372	976	0
373	976	0
375	976	0
378	976	0
379	976	0
381	976	0
382	976	0
384	976	0
385	976	1
386	976	0
391	976	0
401	976	0
402	976	0
404	976	0
405	976	0
420	976	0
421	976	0
422	976	0
423	976	0
424	976	1
425	976	0
426	976	0
429	976	0
430	976	0
431	976	0
432	976	0
433	976	0
436	976	0
443	976	0
446	976	0
448	976	0
449	976	0
450	976	0
453	976	0
455	976	0
461	976	0
464	976	0
475	976	0
476	976	0
478	976	1
486	976	0
487	976	0
489	976	0
496	976	0
497	976	0
499	976	0
500	976	0
503	976	1
505	976	0
506	976	0
508	976	0
509	976	1
510	976	0
511	976	0
512	976	0
514	976	1
515	976	0
516	976	0
517	976	0
519	976	0
520	976	0
521	976	0
522	976	0
523	976	0
524	976	0
526	976	0
527	976	0
528	976	0
529	976	0
534	976	0
537	976	0
538	976	0
540	976	0
541	976	0
542	976	0
544	976	1
551	976	0
557	976	0
561	976	0
565	976	0
566	976	0
568	976	0
569	976	0
573	976	0
574	976	0
584	976	0
588	976	0
592	976	0
593	976	0
597	976	0
608	976	0
612	976	0
613	976	0
616	976	0
617	976	0
620	976	0
625	976	0
626	976	0
627	976	0
630	976	0
637	976	0
640	976	0
641	976	0
642	976	0
643	976	0
644	976	0
645	976	1
646	976	0
647	976	0
648	976	0
649	976	0
650	976	1
651	976	0
661	976	1
662	976	0
663	976	1
664	976	0
666	976	0
673	976	0
674	976	0
683	976	0
694	976	0
715	976	0
718	976	0
721	976	0
732	976	0
737	976	0
742	976	0
743	976	0
745	976	0
747	976	0
748	976	0
749	976	0
750	976	0
754	976	0
758	976	0
761	976	0
763	976	0
767	976	0
768	976	1
769	976	0
771	976	0
772	976	1
774	976	0
778	976	0
780	976	0
784	976	0
786	976	0
787	976	0
796	976	0
798	976	0
799	976	0
802	976	0
803	976	0
808	976	0
810	976	0
824	976	0
827	976	0
828	976	0
830	976	0
831	976	0
833	976	0
834	976	1
855	976	0
859	976	0
862	976	0
870	976	0
873	976	0
876	976	0
879	976	0
880	976	0
881	976	0
882	976	0
883	976	0
885	976	0
887	976	0
888	976	0
889	976	0
890	976	0
895	976	0
900	976	0
904	976	0
906	976	0
911	976	0
912	976	0
917	976	1
923	976	0
928	976	0
937	976	0
943	976	0
944	976	0
949	976	0
952	976	0
953	976	0
954	976	0
955	976	0
956	976	0
963	976	0
964	976	0
965	976	0
967	976	0
